1   0.6712
2   0.5806
3  43.4020
4  42.1695
5  41.9022
6  40.5592
7  41.0514
8  39.9425
9  41.3805
10  37.9192
11  38.5364
12  39.8375
13  39.4671
14  42.4350
15  35.6615
16  32.9908
17  32.6242
18  31.0398
19  31.2743
20  29.1149
