1   0.0228
2  -0.0454
3   0.0393
4  -0.0505
5  -0.0328
6   0.0821
7   0.1234
8   0.1349
9   0.0565
10   0.2976
11   0.1015
12   0.1616
13   0.2295
14   0.1393
15   0.6841
16   0.8850
17   0.6733
18   0.9520
19   0.8330
20   0.7853
21   0.8528
22   0.4892
23   0.4110
24   0.7394
25   1.1060
26   0.0929
27   0.4397
28   0.3934
29   0.0456
30  -0.3519
31   0.4274
32   0.8459
33  -0.0989
34  -0.3072
